,url,type
205961,https://www.google.com/finance?cid=6512,legitimate
205962,https://www.google.com/finance?cid=655840,legitimate
205963,https://www.google.com/finance?cid=657111,legitimate
205964,https://www.google.com/finance?cid=657457,legitimate
205965,https://www.google.com/finance?cid=658834,legitimate
205966,https://www.google.com/finance?cid=659541,legitimate
205967,https://www.google.com/finance?cid=659623,legitimate
205968,https://www.google.com/finance?cid=659782,legitimate
205969,https://www.google.com/finance?cid=661454,legitimate
205970,https://www.google.com/finance?cid=661950,legitimate
205971,https://www.google.com/finance?cid=662190,legitimate
205972,https://www.google.com/finance?cid=662240,legitimate
205973,https://www.google.com/finance?cid=663048,legitimate
205974,https://www.google.com/finance?cid=664548,legitimate
205975,https://www.google.com/finance?cid=665360,legitimate
205976,https://www.google.com/finance?cid=665802,legitimate
205977,https://www.google.com/finance?cid=665829,legitimate
205978,https://www.google.com/finance?cid=665860,legitimate
205979,https://www.google.com/finance?cid=665907,legitimate
205980,https://www.google.com/finance?cid=665924,legitimate
205981,https://www.google.com/finance?cid=666006,legitimate
205982,https://www.google.com/finance?cid=666049,legitimate
205983,https://www.google.com/finance?cid=666259,legitimate
205984,https://www.google.com/finance?cid=669312,legitimate
205985,https://www.google.com/finance?cid=672241,legitimate
205986,https://www.google.com/finance?cid=672885,legitimate
205987,https://www.google.com/finance?cid=675218,legitimate
205988,https://www.google.com/finance?cid=675242,legitimate
205989,https://www.google.com/finance?cid=676841,legitimate
205990,https://www.google.com/finance?cid=677349,legitimate
205991,https://www.google.com/finance?cid=678298,legitimate
205992,https://www.google.com/finance?cid=683543,legitimate
205993,https://www.google.com/finance?cid=690209,legitimate
205994,https://www.google.com/finance?cid=690815,legitimate
205995,https://www.google.com/finance?cid=691073,legitimate
205996,https://www.google.com/finance?cid=695696,legitimate
205997,https://www.google.com/finance?cid=695701,legitimate
205998,https://www.google.com/finance?cid=696613,legitimate
205999,https://www.google.com/finance?cid=696925,legitimate
206000,https://www.google.com/finance?cid=699638,legitimate
206001,https://www.google.com/finance?cid=701224,legitimate
206002,https://www.google.com/finance?cid=703637,legitimate
206003,https://www.google.com/finance?cid=704585,legitimate
206004,https://www.google.com/finance?cid=705260,legitimate
206005,https://www.google.com/finance?cid=706621,legitimate
206006,https://www.google.com/finance?cid=711835,legitimate
206007,https://www.google.com/finance?cid=713709,legitimate
206008,https://www.google.com/finance?cid=714949,legitimate
206009,https://www.google.com/finance?cid=716208,legitimate
206010,https://www.google.com/finance?cid=722593,legitimate
206011,https://www.google.com/finance?cid=99136,legitimate
206012,https://www.google.com/finance?cid=998755,legitimate
206013,https://www.google.com/finance?hl=en,legitimate
206014,https://www.google.com/finance?noIL=1&q=CINF,legitimate
206015,https://www.google.com/finance?noIL=1&q=CMC,legitimate
206016,https://www.google.com/finance?noIL=1&q=COCHRANE,legitimate
206017,https://www.google.com/finance?noIL=1&q=OREX,legitimate
206018,https://www.google.com/finance?q=ASX:AXA,legitimate
206019,https://www.google.com/finance?q=Citibank%2C+N.A,legitimate
206020,https://www.google.com/finance?q=domtar,legitimate
206021,https://www.google.com/finance?q=tembec,legitimate
206022,https://www.google.com/finance?q=yahoo,legitimate
206023,https://www.google.com/firefox?client=firefox-a&rls=org.mozilla:zh-TW:official,legitimate
206024,https://www.google.com/hostednews/afp/article/ALeqM5g9TUKnl8Uswd3UiLCaXu12c4kFow?docId=CNG.330cf9e82f366a9b90112d53371c24df.831,legitimate
206025,https://www.google.com/hostednews/afp/article/ALeqM5g9X75EFZ5DgLJ9M_zb-lurrV7Rzg?docId=CNG.6de6ffc399496abdfc53c3cb85aed5a1.d11,legitimate
206026,https://www.google.com/hostednews/afp/article/ALeqM5gRqns-qwn91PEXbbj1uVRDNvAiXA?docId=CNG.ded665ce519942066fc596f3278101ce.e41,legitimate
206027,https://www.google.com/hostednews/afp/article/ALeqM5gYj1FxcJAOuoizFmbiE4ej3jpwjA,legitimate
206028,https://www.google.com/hostednews/afp/article/ALeqM5hOLpbwMbENAsgibtw30g4nUpWOzg?docId=CNG.4aae4371b956b57599c1a3203f206025.4c1,legitimate
206029,https://www.google.com/hostednews/afp/article/ALeqM5hoKzGP9CpBqvZmaW3uMl72lL2ZjQ?docId=CNG.1e50a168b5552344db3d64a207ea7574.491,legitimate
206030,https://www.google.com/hostednews/afp/article/ALeqM5iK8qoGy6KCQ835kZ1ps-VBbCEmqg?docId=CNG.70c74f0238858f49a6b97a2c9ed0618b.71,legitimate
206031,https://www.google.com/hostednews/afp/article/ALeqM5iYftcP0kR2mf032kK3WFVR9k_O2A,legitimate
206032,https://www.google.com/hostednews/afp/article/ALeqM5jE08l64ks3CInW-Ik6dnaxgcePuA?docId=CNG.aa7674c639a5e9ad67258cf714f6c17d.2f1,legitimate
206033,https://www.google.com/hostednews/afp/article/ALeqM5jTJ84x7MxmsVtTC1BbFMBB2p7-bg?docId=CNG.4731b3aba4df7bc97fe661f788f35488.db1,legitimate
206034,https://www.google.com/intl/en/about/corporate/company/tenthings.html,legitimate
206035,https://www.google.com/language_tools?hl=en,legitimate
206036,https://www.google.com/logos/2011/lespaul.html,legitimate
206037,https://www.google.com/notebook/public/08573089082151744137/BDQcKQgoQud234p8j,legitimate
206038,https://www.google.com/notebook/public/18066530146575282785/BDTBmQgoQqeX__ZMi,legitimate
206039,https://www.google.com/patents/about/6148258_Electrical_starting_system_for_d.html?id=xloGAAAAEBAJ,legitimate
206040,https://www.google.com/publicdata/explore?ds=d5bncppjof8f9_&ctype=b&met_x=sp_dyn_le00_in&scale_x=lin&ind_x=false&met_y=sp_dyn_tfrt_in&scale_y=lin&ind_y=false&met_s=sp_pop_totl&scale_s=lin&ind_s=false&dimp_c=country:region&ifdim=country&hl=en_US&dl=en_US,legitimate
206041,https://www.google.com/support/forum/p/Chrome/thread?tid=2ac7179a568aab85&hl=en,legitimate
206042,https://www.google.com/support/forum/p/Google+Analytics/thread?tid=47a956bc2b8fe98a&hl=en,legitimate
206043,https://www.google.com/support/forum/p/Google+Apps/thread?tid=23621a96a0b511c1&hl=en,legitimate
206044,https://www.google.com/support/forum/p/Places/thread?tid=6d495b0c5f0cdae4&hl=en,legitimate
206045,https://www.google.com/support/forum/p/Toolbar/thread?tid=61863021411d48b3&hl=en,legitimate
206046,https://www.google.com/support/forum/p/Webmasters/thread?tid=27273e2422614132&hl=en,legitimate
206047,https://www.google.com/support/forum/p/Webmasters/thread?tid=709d4f491bc65182&hl=en,legitimate
206048,https://www.google.com/support/forum/p/blogger/thread?tid=6dafa6fa3eb072e3&hl=en,legitimate
206049,https://www.google.com/support/forum/p/voice/thread?tid=567eeefc599f9272&hl=en,legitimate
206050,https://www.google.com/support/forum/p/wave/thread?tid=0a596706552a179a&hl=en,legitimate
206051,https://www.google.com/support/forum/p/youtube/thread?tid=2c7836a5af7dd29b&hl=en,legitimate
206052,https://www.google.com/support/youtube/bin/answer.py?hl=en&answer=56115,legitimate
206053,https://www.google.com/webhp,legitimate
342440,https://www.google.com/apps/intl/en/business/,legitimate
342441,https://www.google.com/corporate/,legitimate
420613,https://www.google.com/url?hl=fr&amp,phishing
421339,https://www.google.com/url?hl=en&amp,phishing
425137,https://www.google.com/url?sa=t&amp,phishing
425901,https://www.google.com/url?q=https%3A%2F%2Fwww.paypal.com%2Ffr%2Fcgi-bin%2Fwebscr%3Fcmd%3D_view-a-trans%26id%3D20U53603MA554170G&sa=D&sntz=1&usg=AFQjCNHN31fDGRy_dFPod8zHcyzwv5FaaA,phishing
426271,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjRtuOx-qPOAhUMC8AKHVecBOQQFggcMAA&url=http%3A%2F%2Fc0848.paas1.fra.modxcloud.com%2F&usg=AFQjCNG5BOad93hrC1xPEPKOwmaFMjT9Xw&sig2=vOqH4LHb9MaXA-_jxoEusA,phishing
426389,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwj9qam8qqHOAhWG6xoKHaZhC5sQFggcMAA&url=http%3A%2F%2Fwww.eazyaccounting.co.uk%2Ftags%2Feazy-accounting-referrals&usg=AFQjCNGk_CpSw6h3xh00poi56MlgmEl9wQ&sig2=zWYh049L5qMLd23XHuRS4A&bvm=bv.128617741,d.d2s",phishing
428589,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjwn4OUwJHMAhVIl4MKHecbDJsQFggqMAA&url=https%3A%2F%2Fwww.usaa.com%2F&usg=AFQjCNFQMySlejjgWKnQCG22mJqJKXOc9g&sig2=pfTscqfoCX3g4_YirsD_4g&bvm=bv.119745492,d.amc",phishing
435172,https://www.google.com/url?q=https://rodriguesdemelo.adv.br/cli/aut/index.php?email%3D25&amp;source=gmail&amp;ust=1542750734646000&amp;usg=AFQjCNFkEg5_ic5zp-sXRkKZ1Wr8G97BAQ,phishing
436272,https://www.google.com/search?q=paypal.com,phishing
436703,https://www.google.com/url?q=http://www.eliteecologistic.co.uk/admin/black/zimbra.html&amp;source=gmail&amp;ust=1539472306012000&amp;usg=AFQjCNGNiWredAfLnfQdazQkbqR-b1KlAA,phishing
436871,https://www.google.com/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=1&amp;cad=rja&amp;uact=8&amp;ved=2ahUKEwj0jrfJrO7dAhXHUrwKHZisAWsQFjAAegQIABAB&amp;url=https://nabib.services/contact&amp;usg=AOvVaw2tFOsp0267paEYcMyClwmM,phishing
437492,https://www.google.com/url?hl=en&amp;q=http://www.rugbylabelsolutions.co.uk/drama1/secure/management/&amp;source=gmail&amp;ust=1537885316769000&amp;usg=AFQjCNFGOMmK92rOTE4CanjtiDPIn_LZTg,phishing
437687,https://www.google.com/url?q=https://bases.ml/dropdropdsopp/secure/management/&amp;source=gmail&amp;ust=1537107925352000&amp;usg=AFQjCNG-dREiyltcuExixBM8b9j9ulySaA,phishing
438418,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=2ahUKEwjDypGnw4vdAhVKDOwKHWv4DNUQFjABegQICRAB&url=http%3A%2F%2Fguus.toth.nl%2Fk-actueel.cfm&usg=AOvVaw33Egs-37AFY9hihY7cRYUs,phishing
438599,https://www.google.com/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=38&amp;cad=rja&amp;uact=8&amp;ved=2ahUKEwiuxN343fncAhUr94MKHT9DBS0QFjAlegQIPxAC&amp;url=https%3A%2F%2Ffloridadep.gov%2Fsites%2Fdefault%2Ffiles%2FAll_Ineligible_Discharges_05012018.xlsx&amp;usg=AOvVaw22mWiHXwdHsbrQ0_1J4p5J,phishing
438932,https://www.google.com/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=1&amp;cad=rja&amp;uact=8&amp;ved=2ahUKEwimh5PKz9rcAhUJ2aQKHeF6CMcQFjAAegQIABAB&amp;url=http%3A%2F%2Fwww.italiazootecnica.it%2Fcategory%2Fnews%2F&amp;usg=AOvVaw0TJFPUb_RoCKV4Q-rkTHDK,phishing
439436,https://www.google.com/url?hl=en&amp;q=http://nitro-recruit.com.au/index.htm&amp;source=gmail&amp;ust=1531217920221000&amp;usg=AFQjCNGS5paIFaEXQHOy6cBuu29PgPxGbw,phishing
440757,https://www.google.com/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=2&amp;cad=rja&amp;uact=8&amp;ved=2ahUKEwjwtfTu5vLaAhUEzKQKHSLqCY8QFjABegQIABA0&amp;url=http%3A%2F%2Fweb1-2.web894.com%2Fjquery_cycle&amp;usg=AOvVaw2el43ZsbcgP2cxpCCqBrXs,phishing
441132,https://www.google.com/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=1&amp;cad=rja&amp;uact=8&amp;ved=0ahUKEwjVk_-Rh9LaAhWhQJoKHYWoDP8QFggpMAA&amp;url=http%3A%2F%2Flean4me.nl%2Fbakker-voegwerken%2F&amp;usg=AOvVaw0vjaeHvlXC5luo2MErz6x5,phishing
441290,https://www.google.com/url?q=https%3A%2F%2Fgoogledocivi.yolasite.com%2F&sa=D&sntz=1&usg=AFQjCNHQm96HVqAZlge9bjnNnjEvtrLsPA,phishing
441327,https://www.google.com/url?hl=en&amp;q=http://cmffltd.com/wp-zbxb/zbxbx/mobile/exx/Account/index.php?email%3D%5B%5B-Email-%5D%5D&amp;source=gmail&amp;ust=1523355231217000&amp;usg=AFQjCNFBC5DLonStz7Nxpw6Hp_V9soeAPQ,phishing
441931,https://www.google.com.au/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiD1vmHw-_ZAhXHv7wKHT5zA0QQFggnMAA&url=http://www.bbmacademy.com/bbmaold/wp-includes/theme-compat/&usg=AOvVaw1Chfx48laX8aiucswx65yc,phishing
441944,https://www.google.com/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=7&amp;cad=rja&amp;uact=8&amp;ved=0ahUKEwic28Cq3vfZAhVLD5oKHcTbDPIQFghMMAY&amp;url=http%3A%2F%2Fkuncimatahari.com%2Fkimura%2F&amp;usg=AOvVaw2W90BpYVjEBHMZxxItZyej,phishing
442313,https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwi3vuiFm97VAhWKxVQKHbQbC_gQFggoMAA&url=http%3A%2F%2Fwww.santander.com.mx%2F&usg=AFQjCNGiB3dOhhOz3UQRsyVvgqVe5HsJyw,phishing
442327,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiQuvDi5_XYAhUPLFAKHSuFB3oQFggpMAA&url=https%3A%2F%2Foldschool.runescape.com%2Finfo%2Fmobile&usg=AOvVaw1SZG4i1JCuloZdJTydKbnp,phishing
442494,https://www.google.com/url?hl=en&amp;q=http://justice-performance-consultants.com/linkeddedd/main/upgrade.php?email%3D25&amp;source=gmail&amp;ust=1519800986205000&amp;usg=AFQjCNHOY8lr_lVve5wtw_skz56IqDRawA,phishing
442728,https://www.google.com/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=8&amp;cad=rja&amp;uact=8&amp;ved=0ahUKEwibv6KnuKLZAhWFblAKHeIgATAQFghjMAc&amp;url=http%3A%2F%2Fkarmaalert.com%2Fproducts-page%2Fproduct-category%2Fpublic-figure-karma%2F&amp;usg=AOvVaw0WKL-aIIRdwFfqC-S9RQuN,phishing
443013,https://www.google.com/url?sa=D&q=https://storage.googleapis.com/sunny9090/Verification_09404958.pdf.js&usg=AFQjCNGOe7-XqdhfzwGi2NRCa0isdrsj4g,phishing
443210,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiC2P6hqevYAhWBqaQKHbbxA4cQFggqMAA&url=http%3A%2F%2Fwww.skatteetaten.no%2Fen%2Fperson%2F&usg=AOvVaw27Bb-ElBmjNVWBcdUaMcxg,phishing
443766,https://www.google.com/a/turriago.com/ServiceLogin?service=mail&passive=true&rm=false&continue=https://mail.google.com/mail/&ss=1&ltmpl=default&ltmplcache=2&emr=1&osid=1,phishing
443987,https://www.google.com/url?hl=en&q=http://bluechip2017.higherimages12.com/halifaxcc/index.php&source=gmail&ust=1507373476792000&usg=AFQjCNGeUGZiPMDMBudGGj-UwTYEE8RwoQ,phishing
447489,https://www.google.com/url?q=https://cowi.000webhostapp.com/&amp;source=gmail&amp;ust=1536053563308000&amp;usg=AFQjCNF_-Sr5RafBkBRaUKJAWkghrUKPaQ,phishing
447800,https://www.google.com/url?hl=en&amp;q=http://www.milleniuminfo.ca/ezinvoice/includes/mails/crypt/?email%3D%5B%5B-Email-%5D%5D&amp;source=gmail&amp;ust=1517430288002000&amp;usg=AFQjCNG5bEjy7kKAUpbFBcSdB81y7UTffg,phishing
